time,fC2LE2,fC2LE4,fC2LE7,fC2LE9,fPGWh,fPGWm
2050-07-08,211.29066,1021.6026,119.68722,132.93593,726.46204,673.2571
2050-07-09,179.99147,952.5583,109.889435,112.43777,671.42365,610.9438
2050-07-10,153.76532,873.8628,102.364075,92.829,616.9831,553.3454
2050-07-11,132.72394,778.7304,95.68789,74.05266,570.2833,507.30362
2050-07-12,115.2124,677.0965,88.641075,55.21312,537.2278,472.4453
2050-07-13,100.43763,585.6229,81.41136,40.39955,514.42596,450.83176
2050-07-14,88.088615,514.403,74.36751,32.713608,495.3437,441.3071
2050-07-15,79.19199,463.3077,67.11747,30.993225,477.5678,442.07837
2050-07-16,71.97647,426.6484,60.242687,34.48109,469.7141,456.3758
2050-07-17,65.813194,399.34473,54.423332,40.440025,470.84003,476.3686
2050-07-18,61.45545,381.2299,49.615627,54.181694,463.9228,481.38898
2050-07-19,61.945877,379.4357,45.510105,71.75377,445.30838,468.89554
2050-07-20,71.93058,412.22217,41.6888,88.32652,417.89865,442.42627
2050-07-21,86.06104,448.28082,37.918236,86.37012,416.01495,434.94275
2050-07-22,92.651245,483.21506,33.994152,76.78985,430.54196,443.50772
2050-07-23,91.38907,555.6609,29.93859,68.24953,441.42282,453.7204
2050-07-24,84.95292,623.38544,26.500147,59.20758,436.14084,451.26807
2050-07-25,80.11772,654.81744,23.893816,59.60192,414.8971,431.32565
2050-07-26,88.78322,633.7996,21.15776,60.300625,383.33478,397.64975
2050-07-27,91.27325,616.1134,18.121614,55.279667,387.78162,358.67886
2050-07-28,85.254974,587.1235,15.345028,49.336884,411.37595,321.4053
2050-07-29,93.85,555.4343,13.393115,41.9396,419.04446,290.7581
2050-07-30,119.34128,518.94495,11.638461,35.374985,399.18735,273.81686
2050-07-31,186.20235,467.41385,10.38385,34.303135,358.09622,251.8675
2050-08-01,251.37755,406.76157,9.556166,49.684765,324.7145,235.7903
2050-08-02,285.1709,347.88208,9.459289,56.497055,302.26773,218.03552
2050-08-03,280.58905,307.6796,15.447287,59.52922,288.99103,205.05269
2050-08-04,259.43716,287.54117,24.008242,64.851295,264.56158,193.41414
2050-08-05,263.4857,294.78317,42.647774,67.691315,233.29512,175.1861
2050-08-06,285.2319,304.37637,118.18186,67.348724,208.55702,159.38692
2050-08-07,306.459,343.80365,153.85904,81.83653,193.2965,158.16913
2050-08-08,304.40488,498.41846,145.64711,88.59644,190.55243,166.91595
2050-08-09,277.8352,628.2664,122.80681,83.506546,187.40642,174.41386
2050-08-10,247.8573,694.0338,97.800446,68.308235,184.26949,177.92389
2050-08-11,220.55684,674.06915,73.07769,49.778976,193.11946,183.73422
2050-08-12,201.85716,585.5333,50.83723,52.54107,187.91501,183.8322
